comment,label
কস কি ম্মাম্মা !!!,2
সইট,0
এই দুটো কি বিলালকে খাওবা নাকি,1
বাম নস্তিক যে খমতায়।,3
শিবির দেশের মানুষের স্বপ্ন পূরণ করতে দৃঢ় প্রতিজ্ঞ।,4
কিছু বুজিনা কেন যে এক ছবি,2
গোমুত কি বেশি খাওয়া হইছে ?,3
ভালো সেলিব্রেটি দের কাছ থেকে দুরে থাকি,2
"ফেসবুকে যত ঝামেলা, খুন খারাপি, কাইজ্জা কাটি, নারী নীর্জাতন, ইভটিজিং করেন নিশ্চিন্তে কারণ ফেসবুক পুলিশ আছে আপনার পাশে। তারাতারী জয়েন করেন দেরি করলে মিসটেক লিংক : ফেসবুক পুলিশ",2
পুইতে গেলাম।।।।।।।,2
একদম সানিলিওন,1
একজন প্রকৃতি প্রেমিক।,0
এইটা বুঝি স্যুপের কারখানা,2
কয়দিন পর দেখা যাবে রামের বংশধর খ্রিস্টান হয়ে গেছে।,3
কিগ সেক্সি শিলা.......  তুমি এত সুন্দর কেন,1
আমি নায়লাকে লাগাতে চাই,1
কাকন মন খারাপ,2
মাটা যেমন মেয়েটাও তেমন হবে ১০০'/.,2
00968 99275374,0
সানি হতে চাইলে ফুল ভাবে সানি হও!  এভাবে না ! জেকলিন ও মনে হয় না সানি ও মনে হয় না :-/,1
খুব শূনধার,2
আপু আপনার মামোনির এখনকার ছবি দেখতে চাই নতুন ছবি,0
গরুর মত হোতাইয়া জবাইদিমু।,3
ছাত্রশিবির সব সময়ই উগ্রপন্থা ও জঙ্গিবাদের বিরুদ্ধে দৃঢ় অবস্থান নিয়েছে।,4
মালাউনের বাচ্ছার দোষ দিয়ে কি হবে!! আমাদের দেশের মালাউনের দালাল গুলোকে আগে সাইজ করতে হবে!!,3
"আমরা দৃঢ়ভাবে বলতে চাই, ছাত্রশিবিরের কার্যক্রম সম্পর্কে দেশবাসী সম্পূর্ণ অবগত।",4
আউচ্,2
এ বেটা ঐ শিক্ষিকা হিন্দু না হলে কি বিচার পাওয়া আযোগ্য হতো? সালা সাম্প্রদায়িক!,3
বাধন আপনার বাবুটা কেমন আছে,0
বড্ড কামুকী লাগছে ..... মনে হচ্ছে যে ..... ।,1
"বাংলাদেশের এক নাম্বার মাগীর মত লাগে।তোমার লজ্জা করেনা ছবি দিয়ে বল,আমাকে কেমন লাগে।",1
"তারা প্রত্যেকেই বিভিন্ন জঙ্গি সংগঠনের সাথে জড়িত, যা বিভিন্ন সময় পুলিশ নিজেই স্বীকার করেছে।",4
অতিরিক্ত কিছুই ভাল না,0
তুমাকে চুমুদেব,2
এক কথায় অসাধারন,0
